# host seconds after t0	host UTC at the newline	line
0.5888	2026-09-24T12:02:37.473Z	S00000eff05c35b5ac9
0.5888	2026-09-24T12:02:37.473Z	S00010eff05c35dad98
0.5888	2026-09-24T12:02:37.473Z	S00020eff05c35fc4c9
0.5888	2026-09-24T12:02:37.473Z	S00000eff05c361f9c9
0.5888	2026-09-24T12:02:37.473Z	S00010eff05c364b054
0.5888	2026-09-24T12:02:37.473Z	S00000eff05c36663c9
0.5888	2026-09-24T12:02:37.473Z	S00010eff05c368b1d0
0.5888	2026-09-24T12:02:37.473Z	S00040eff05c36acdc9
0.5888	2026-09-24T12:02:37.473Z	S00000eff05c36d02c9
0.5888	2026-09-24T12:02:37.473Z	S00010eff05c36fb550
0.5888	2026-09-24T12:02:37.473Z	S00000eff05c3716cc9
0.6099	2026-09-24T12:02:37.494Z	S00010eff05c373b72c
0.6099	2026-09-24T12:02:37.494Z	S00000eff05c375d6c9
0.6099	2026-09-24T12:02:37.494Z	S00010eff05c378b956
0.6099	2026-09-24T12:02:37.494Z	S00000eff05c37a40c9
0.6099	2026-09-24T12:02:37.494Z	S00010eff05c37cbab3
0.6099	2026-09-24T12:02:37.494Z	S00000eff05c37eaac9
0.6099	2026-09-24T12:02:37.494Z	S00010eff05c381bcaa
0.6099	2026-09-24T12:02:37.494Z	S00000eff05c38314c9
0.6099	2026-09-24T12:02:37.494Z	S00010eff05c385be1a
0.6099	2026-09-24T12:02:37.494Z	S00000eff05c3877ec9
0.6099	2026-09-24T12:02:37.494Z	S00010eff05c389bf8f
0.6099	2026-09-24T12:02:37.494Z	S00000eff05c38be8c9
0.6099	2026-09-24T12:02:37.494Z	S00010eff05c38ec14c
0.6309	2026-09-24T12:02:37.515Z	S00000eff05c39052c9
0.6309	2026-09-24T12:02:37.515Z	S00010eff05c392c2a9
0.6309	2026-09-24T12:02:37.515Z	S00000eff05c394bcc9
0.6309	2026-09-24T12:02:37.515Z	S00010eff05c397c4b6
0.6309	2026-09-24T12:02:37.515Z	S00000eff05c39926c9
0.6309	2026-09-24T12:02:37.515Z	S00010eff05c39bc6be
0.6309	2026-09-24T12:02:37.515Z	S00000eff05c39d90c9
0.6309	2026-09-24T12:02:37.515Z	S00010eff05c39fc88d
0.6309	2026-09-24T12:02:37.515Z	S00000eff05c3a1fac9
0.6309	2026-09-24T12:02:37.515Z	S00010eff05c3a4cab4
0.6514	2026-09-24T12:02:37.535Z	S00000eff05c3a664c9
0.6514	2026-09-24T12:02:37.535Z	S00010eff05c3a8cc23
0.6514	2026-09-24T12:02:37.535Z	S00040eff05c3aacec9
0.6514	2026-09-24T12:02:37.535Z	S00000eff05c3ad03c9
0.6514	2026-09-24T12:02:37.535Z	S00010eff05c3afcefc
0.6514	2026-09-24T12:02:37.535Z	S00000eff05c3b16dc9
0.6514	2026-09-24T12:02:37.535Z	S00010eff05c3b3d0b3
0.6514	2026-09-24T12:02:37.535Z	S00030eff05c3b5d7c9
0.6514	2026-09-24T12:02:37.535Z	S00000eff05c3b80cc9
0.6514	2026-09-24T12:02:37.535Z	S00010eff05c3bad3be
0.6514	2026-09-24T12:02:37.535Z	S00000eff05c3bc76c9
0.6514	2026-09-24T12:02:37.535Z	S00010eff05c3bed554
0.6514	2026-09-24T12:02:37.535Z	S00050eff05c3c0e0c9
0.6715	2026-09-24T12:02:37.555Z	S00000eff05c3c315c9
0.6715	2026-09-24T12:02:37.555Z	S00010eff05c3c5d8a4
0.6715	2026-09-24T12:02:37.555Z	S00000eff05c3c77fc9
0.6715	2026-09-24T12:02:37.555Z	S00010eff05c3c9da4f
0.6715	2026-09-24T12:02:37.555Z	S00040eff05c3cbe9c9
0.6715	2026-09-24T12:02:37.555Z	S00000eff05c3ce1ec9
0.6715	2026-09-24T12:02:37.555Z	S00010eff05c3d0dd11
0.6715	2026-09-24T12:02:37.555Z	S00000eff05c3d288c9
0.6715	2026-09-24T12:02:37.555Z	S00010eff05c3d4dedd
0.6715	2026-09-24T12:02:37.555Z	S00040eff05c3d6f2c9
0.6715	2026-09-24T12:02:37.555Z	S00000eff05c3d927c9
0.6715	2026-09-24T12:02:37.555Z	S00010eff05c3dbe1f0
0.6926	2026-09-24T12:02:37.576Z	S00000eff05c3dd91c9
0.6926	2026-09-24T12:02:37.577Z	S00010eff05c3dfe3c0
0.6926	2026-09-24T12:02:37.577Z	S00040eff05c3e1fbc9
0.6926	2026-09-24T12:02:37.577Z	S00000eff05c3e430c9
0.6926	2026-09-24T12:02:37.577Z	S00010eff05c3e6e730
0.6926	2026-09-24T12:02:37.577Z	S00000eff05c3e89ac9
0.6926	2026-09-24T12:02:37.577Z	S00010eff05c3eae923
0.6926	2026-09-24T12:02:37.577Z	S00040eff05c3ed04c9
0.6926	2026-09-24T12:02:37.577Z	S00000eff05c3ef39c9
0.6926	2026-09-24T12:02:37.577Z	S00010eff05c3f1ebcf
0.7131	2026-09-24T12:02:37.597Z	S00000eff05c3f3a3c9
0.7131	2026-09-24T12:02:37.597Z	S00010eff05c3f5ed4a
0.7131	2026-09-24T12:02:37.597Z	S00000eff05c3f80dc9
0.7131	2026-09-24T12:02:37.597Z	S00010eff05c3faefb4
0.7131	2026-09-24T12:02:37.597Z	S00000eff05c3fc77c9
0.7131	2026-09-24T12:02:37.597Z	S00010eff05c3fef113
0.7131	2026-09-24T12:02:37.597Z	S00000eff05c400e1c9
0.7131	2026-09-24T12:02:37.597Z	S00010eff05c403f2e7
0.7131	2026-09-24T12:02:37.597Z	S00000eff05c4054bc9
0.7131	2026-09-24T12:02:37.597Z	S00010eff05c407f459
0.7131	2026-09-24T12:02:37.597Z	S00000eff05c409b5c9
0.7131	2026-09-24T12:02:37.597Z	S00010eff05c40bf61a
0.7131	2026-09-24T12:02:37.597Z	S00000eff05c40e1fc9
0.7335	2026-09-24T12:02:37.617Z	S00010eff05c410f7fb
0.7335	2026-09-24T12:02:37.617Z	S00000eff05c41289c9
0.7335	2026-09-24T12:02:37.618Z	S00010eff05c414f9b1
0.7335	2026-09-24T12:02:37.618Z	S00000eff05c416f3c9
0.7335	2026-09-24T12:02:37.618Z	S00010eff05c419fb8c
0.7335	2026-09-24T12:02:37.618Z	S00000eff05c41b5dc9
0.7335	2026-09-24T12:02:37.618Z	S00010eff05c41dfdc2
0.7335	2026-09-24T12:02:37.618Z	S00000eff05c41fc7c9
0.7335	2026-09-24T12:02:37.618Z	S00010eff05c421ff76
0.7335	2026-09-24T12:02:37.618Z	S00000eff05c42431c9
0.7335	2026-09-24T12:02:37.618Z	S00010eff05c4270171
0.7335	2026-09-24T12:02:37.618Z	S00000eff05c4289bc9
0.7335	2026-09-24T12:02:37.618Z	S00010eff05c42b02e4
0.7545	2026-09-24T12:02:37.638Z	S00040eff05c42d05c9
0.7545	2026-09-24T12:02:37.638Z	S00000eff05c42f3ac9
0.7545	2026-09-24T12:02:37.638Z	S00010eff05c43205f1
0.7545	2026-09-24T12:02:37.638Z	S00000eff05c433a4c9
0.7545	2026-09-24T12:02:37.638Z	S00010eff05c4360754
0.7545	2026-09-24T12:02:37.638Z	S00030eff05c4380ec9
0.7545	2026-09-24T12:02:37.638Z	S00000eff05c43a43c9
0.7545	2026-09-24T12:02:37.638Z	S00010eff05c43d0a50
0.7545	2026-09-24T12:02:37.638Z	S00000eff05c43eadc9
0.7545	2026-09-24T12:02:37.638Z	S00010eff05c4410bc7
0.7545	2026-09-24T12:02:37.638Z	S00040eff05c44317c9
0.7545	2026-09-24T12:02:37.638Z	S00000eff05c4454cc9
0.7755	2026-09-24T12:02:37.659Z	S00010eff05c4480f9e
0.7755	2026-09-24T12:02:37.659Z	S00000eff05c449b6c9
0.7755	2026-09-24T12:02:37.659Z	S00010eff05c44c10d6
0.7755	2026-09-24T12:02:37.659Z	S00040eff05c44e20c9
0.7755	2026-09-24T12:02:37.659Z	S00000eff05c45055c9
0.7755	2026-09-24T12:02:37.659Z	S00010eff05c453138a
0.7755	2026-09-24T12:02:37.659Z	S00000eff05c454bfc9
0.7755	2026-09-24T12:02:37.659Z	S00010eff05c45714ed
0.7755	2026-09-24T12:02:37.659Z	S00020eff05c45929d8
0.7755	2026-09-24T12:02:37.659Z	S00000eff05c45b5ec9
0.7962	2026-09-24T12:02:37.680Z	S00010eff05c45e174d
0.7962	2026-09-24T12:02:37.680Z	S00000eff05c45fc8c9
0.7962	2026-09-24T12:02:37.680Z	S00010eff05c46218c3
0.7962	2026-09-24T12:02:37.680Z	S00020eff05c46432c9
0.7962	2026-09-24T12:02:37.680Z	S00000eff05c46667c9
